Año,Posición relativa
2024,81.31
2023,75.68
2022,69.9
2021,75.47
2020,87.5
2019,78.38
2018,69.81
2017,65.45
2016,77.78
2015,87.38
2014,56.0
2013,79.17
2012,62.63
2011,67.0
2010,69.15
2009,70.87
2008,69.79
2007,54.35
2006,69.66
2005,65.56
2004,55.95
2003,71.6
2002,78.31
2001,67.07
2000,41.98
