Año,Posición relativa
2024,68.22
2023,83.78
2022,95.15
2021,85.85
2020,96.15
2019,96.4
2018,96.23
2017,94.55
2016,89.81
2015,89.32
2014,80.0
2013,87.5
2012,95.96
2011,96.0
2010,95.74
2009,94.17
2008,94.79
2007,85.87
2006,84.27
2005,75.56
2004,59.52
2003,77.78
2002,75.9
2001,74.39
2000,65.43
