Año,Posición relativa
2024,83.18
2023,90.99
2022,93.2
2021,73.58
2020,83.65
2019,80.18
2018,83.02
2017,96.36
2016,78.7
2015,94.17
2014,80.0
2013,90.63
2012,92.93
2011,91.0
2010,84.04
2009,86.41
2008,95.83
2007,88.04
2006,92.13
2005,96.67
2004,90.48
2003,80.25
2002,87.95
2001,79.27
2000,88.89
