Año,Posición relativa
2024,100.0
2023,99.1
2022,98.06
2021,97.17
2020,98.08
2019,100.0
2018,100.0
2017,97.27
2016,100.0
2015,100.0
2014,99.0
2013,97.92
2012,97.98
2011,99.0
2010,97.87
2009,95.15
2008,97.92
2007,95.65
2006,95.51
2005,98.89
2004,98.81
2003,97.53
2002,97.59
2001,98.78
2000,97.53
